"","ID","paper_ID","tabfig","model_type","year","response","resp_type_generalized","explanatory","value","value_type","value_best_type","p_val","delta_i","w_i","likelihood","value_R2_type","value_R2","exp_num_var","exp_isNA","exp_isTIME","exp_isSCALE","exp_isOTHER","exp_SOYPRED","exp_FUNGUS","exp_plantnutrition","exp_leaf_percK","exp_leaf_perc_N","exp_precipitation","exp_growingdegreedays","exp_functdiversity","exp_aspect","exp_intercept","exp_isSBA","exp_captured_SBA","exp_SBA_abundance","exp_isPRED","exp_isPREDTYPE","exp_pred_migration","exp_pred_withheld","exp_pred_richness","exp_pred_abundance","exp_predtype_lacewings","exp_predtype_spiders","exp_coccinellidae","exp_parasitoids","exp_isFIELD","exp_fieldID","exp_fieldperimeter","exp_fieldarea","exp_fieldwidth","exp_fieldtillage_notill","exp_isBORDERTYPE","exp_border","exp_landscape_complexity","exp_border_buckthorn","exp_isBORDERTYPE_crops","exp_bordertype_alfalfa","exp_bordertype_corn","exp_bordertype_canola","exp_bordertype_cereals","exp_bordertype_soybean","exp_bordertype_richness","exp_bordertype_generalizedcrops","exp_isBORDERTYPE_grass","exp_bordertype_grass","exp_bordertype_prairie","exp_bordertype_pasture","exp_isBORDERTYPE_forest","exp_bordertype_forestdistance","exp_bordertype_forestproportion","exp_bordertype_forestdiversity","value_isBEST","value_best_num_var","signif"
"257","257","I.3.Woltz ","T1","BSI","2009","coccinellid abundance","SBA predator abundance","buckwheat treatment","0.47","F-value","p-val","0.496","NA","NA","NA","NA","NA",1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"258","258","I.3.Woltz ","T1","BSI","2009","coccinellid abundance","SBA predator abundance","semi-natural habitat","6.11","F-value","p-val","0.019","NA","NA","NA","NA","NA",1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
"259","259","I.3.Woltz ","T1","BSI","2009","coccinellid abundance","SBA predator abundance","treatment semi-natural","0.19","F-value","p-val","0.667","NA","NA","NA","NA","NA",1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"260","260","I.3.Woltz ","T1","BSI","2009","coccinellid abundance","SBA predator abundance","buckwheat treatment","10.78","F-value","p-val","0.003","NA","NA","NA","NA","NA",1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
"261","261","I.3.Woltz ","T1","BSI","2009","coccinellid abundance","SBA predator abundance","semi-natural habitat","0.25","F-value","p-val","0.618","NA","NA","NA","NA","NA",1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"262","262","I.3.Woltz ","T1","BSI","2009","coccinellid abundance","SBA predator abundance","treatment semi-natural","0.4","F-value","p-val","0.532","NA","NA","NA","NA","NA",1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"263","263","Sama2018","T2","multiple linear regression","2013, 2014","SBA abundance","SBA abundance","I + A","68.43","AIC(c)","deltai","<0.0001","4.37","0.03","-30.69","R^2_adj","0.52",2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1
"264","264","Sama2018","T2","multiple linear regression","2013, 2014","SBA abundance","SBA abundance","I + A*** - CE* + CA","64.06","AIC(c)","deltai","<0.0001","0.00","0.29","-25.6","R^2_adj","0.64",4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,5,1
"265","265","Sama2018","T2","multiple linear regression","2013, 2014","SBA abundance","SBA abundance","I + A*** + W* + CA**","64.97","AIC(c)","deltai","<0.0001","0.91","0.18","-26.06","R^2_adj","0.63",4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,5,1
"266","266","Sama2018","T2","multiple linear regression","2013, 2014","SBA abundance","SBA abundance","I + A*** - CE","65.49","AIC(c)","deltai","<0.0001","1.43","0.14","-27.84","R^2_adj","0.59",3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1
"267","267","Sama2018","T2","multiple linear regression","2013, 2014","SBA abundance","SBA abundance","I + A*** - gl** + bl","62.83","AIC(c)","deltai","<0.0001","0.00","0.64","-24.99","R^2_adj","0.66",4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,1
"268","268","Sama2018","T2","multiple linear regression","2013, 2014","SBA abundance","SBA abundance","I + A*** - gl**","64.26","AIC(c)","deltai","<0.0001","1.43","0.31","-27.22","R^2_adj","0.61",3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1
"269","269","Sama2018","T2","multiple linear regression","2013, 2014","SBA abundance","SBA abundance","I + A*** - gl** + CA + BG**","63.34","AIC(c)","deltai","<0.0001","0.00","0.24","-23.57","R^2_adj","0.68",5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,5,1
"270","270","Sama2018","T2","multiple linear regression","2013, 2014","SBA abundance","SBA abundance","I + A*** - gl** + CA* + BG","64.17","AIC(c)","deltai","<0.0001","0.83","0.16","-23.98","R^2_adj","0.67",5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,5,1
"271","271","Sama2018","T2","multiple linear regression","2013, 2014","SBA abundance","SBA abundance","I + A*** - gl*** - SH*","64.19","AIC(c)","deltai","<0.0001","0.85","0.15","-25.66","R^2_adj","0.64",4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,1
"272","272","Sama2018","T2","multiple linear regression","2013, 2014","SBA abundance","SBA abundance","I + A*** - gl** + CA","64.54","AIC(c)","deltai","<0.0001","1.20","0.13","-25.84","R^2_adj","0.63",4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1
"273","273","Sama2018","T2","multiple linear regression","2013, 2014","SBA abundance","SBA abundance","I + A*** - co - CE* + bl","65.08","AIC(c)","deltai","<0.0001","1.74","0.1","-24.44","R^2_adj","0.65",5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1
"274","274","Sama2018","T2","multiple linear regression","2013, 2014","SBA abundance","SBA abundance","I + A*** - co† - CE*","65.46","AIC(c)","deltai","<0.0001","2.12","0.08","-26.3","R^2_adj","0.62",4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1
"275","275","Sama2018","T2","multiple linear regression","2013, 2014","SBA abundance","SBA abundance","I + A*** + bl + W","67.15","AIC(c)","deltai","<0.0001","3.81","0.04","-27.15","R^2_adj","0.6",4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,1
"276","276","I.4.Mitchell","TA4","linear mixed-effects","2010, 2011","aphid predator richness","SBA predator richness","Field orientation + field width ","77.6","AIC","deltai","NA","0","0.15","NA","NA","NA",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0
"277","277","I.4.Mitchell","TA4","linear mixed-effects","2010, 2011","aphid predator richness","SBA predator richness","Field orientation  + tillage  + field width 
","78.3","AIC","deltai","NA","0.7","0.11","NA","NA","NA",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"278","278","I.4.Mitchell","TA4","linear mixed-effects","2010, 2011","aphid predator richness","SBA predator richness","Field width  + proportion forest750m ","78.3","AIC","deltai","NA","0.7","0.11","NA","NA","NA",2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0
"279","279","I.4.Mitchell","TA4","linear mixed-effects","2010, 2011","aphid predator richness","SBA predator richness","Field width ","78.4","AIC","deltai","NA","0.8","0.1","NA","NA","NA",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"280","280","I.4.Mitchell","TA4","linear mixed-effects","2010, 2011","aphid predator richness","SBA predator richness","Distance from forest  + field orientation  + field width ","78.5","AIC","deltai","NA","0.9","0.1","NA","NA","NA",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0
"281","281","I.4.Mitchell","TA4","linear mixed-effects","2010, 2011","aphid predator richness","SBA predator richness","Tillage  + field width  + proportion forest750m ","78.8","AIC","deltai","NA","1.2","0.08","NA","NA","NA",3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0
"282","282","I.4.Mitchell","TA4","linear mixed-effects","2010, 2011","aphid predator richness","SBA predator richness","Field orientation  + tillage  + field width 
 + proportion forest750m ","78.9","AIC","deltai","NA","1.3","0.08","NA","NA","NA",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0
"283","283","I.4.Mitchell","TA4","linear mixed-effects","2010, 2011","aphid predator richness","SBA predator richness","Field orientation  + field width  + proportion forest750m ","79.2","AIC","deltai","NA","1.6","0.07","NA","NA","NA",3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0
"284","284","I.4.Mitchell","TA4","linear mixed-effects","2010, 2011","aphid predator richness","SBA predator richness","Distance from forest  + field width  + proportion forest750m ","79.2","AIC","deltai","NA","1.6","0.07","NA","NA","NA",3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,2,0
"285","285","I.4.Mitchell","TA4","linear mixed-effects","2010, 2011","aphid predator richness","SBA predator richness","Distance from forest  + field width ","79.2","AIC","deltai","NA","1.6","0.07","NA","NA","NA",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0
"286","286","I.4.Mitchell","TA4","linear mixed-effects","2010, 2011","aphid predator richness","SBA predator richness","Distance from forest  + field orientation  + tillage  + field width ","79.3","AIC","deltai","NA","1.7","0.07","NA","NA","NA",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0
"287","287","I.4.Mitchell","TA4","linear mixed-effects","2010, 2011","aphid predator abundance","SBA predator abundance","Distance from forest  + tillage  + field width 
 + proportion forest750m ","218.2","AIC","deltai","NA","0","0.26","NA","NA","NA",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,2,0
"288","288","I.4.Mitchell","TA4","linear mixed-effects","2010, 2011","aphid predator abundance","SBA predator abundance","Distance from forest  + field width ","218.4","AIC","deltai","NA","0.2","0.24","NA","NA","NA",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0
"289","289","I.4.Mitchell","TA4","linear mixed-effects","2010, 2011","aphid predator abundance","SBA predator abundance","Distance from forest  + field width  + proportion forest750m ","218.6","AIC","deltai","NA","0.4","0.21","NA","NA","NA",3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,2,0
"290","290","I.4.Mitchell","TA4","linear mixed-effects","2010, 2011","aphid predator abundance","SBA predator abundance","Distance from forest + tillage  + proportion forest750m ","218.9","AIC","deltai","NA","0.70","0.18","NA","NA","NA",3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,2,0
"291","291","I.4.Mitchell","TA4","linear mixed-effects","2010, 2011","aphid predator abundance","SBA predator abundance","Distance from forest + tillage  + field width ","219.9","AIC","deltai","NA","1.70","0.11","NA","NA","NA",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0
"292","292","I.4.Mitchell","TA4","linear mixed-effects","2010, 2011","soybean herbivore richness","Soy herbivory","Field width","72.1","AIC","deltai","NA","0","0.26","NA","NA","NA",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0
"293","293","I.4.Mitchell","TA4","linear mixed-effects","2010, 2011","soybean herbivore richness","Soy herbivory","Field width + landscape complexity2000m ","72.6","AIC","deltai","NA","0.50","0.21","NA","NA","NA",2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"294","294","I.4.Mitchell","TA4","linear mixed-effects","2010, 2011","soybean herbivore richness","Soy herbivory","Field orientation  + field width ","72.7","AIC","deltai","NA","0.60","0.19","NA","NA","NA",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"295","295","I.4.Mitchell","TA4","linear mixed-effects","2010, 2011","soybean herbivore richness","Soy herbivory","Field orientation  + field width  + landscape complexity2000m ","73.4","AIC","deltai","NA","1.30","0.14","NA","NA","NA",3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"296","296","I.4.Mitchell","TA4","linear mixed-effects","2010, 2011","soybean herbivore richness","Soy herbivory","Field orientation  + tillage  + field width 
","73.9","AIC","deltai","NA","1.80","0.1","NA","NA","NA",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"297","297","I.4.Mitchell","TA4","linear mixed-effects","2010, 2011","soybean herbivore richness","Soy herbivory","Tillage  + field width ","74.1","AIC","deltai","NA","2.00","0.1","NA","NA","NA",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"298","298","I.4.Mitchell","TA4","linear mixed-effects","2010, 2011","soybean herbivore abundance","Soy herbivory","Distance from forest  + tillage  + field width 
","294.1","AIC","deltai","NA","0","0.17","NA","NA","NA",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,2,0
"299","299","I.4.Mitchell","TA4","linear mixed-effects","2010, 2011","soybean herbivore abundance","Soy herbivory","Distance from forest  + field width ","294.2","AIC","deltai","NA","0.10","0.17","NA","NA","NA",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0
"300","300","I.4.Mitchell","TA4","linear mixed-effects","2010, 2011","soybean herbivore abundance","Soy herbivory","Distance from forest  + field orientation  + tillage  + field width ","294.7","AIC","deltai","NA","0.60","0.13","NA","NA","NA",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0
"301","301","I.4.Mitchell","TA4","linear mixed-effects","2010, 2011","soybean herbivore abundance","Soy herbivory","Distance from forest  + tillage  + field width 
+ forest diversity ","294.8","AIC","deltai","NA","0.70","0.12","NA","NA","NA",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,0
"302","302","I.4.Mitchell","TA4","linear mixed-effects","2010, 2011","soybean herbivore abundance","Soy herbivory","Distance from forest + tillage  + field width 
 + proportion forest500m ","295.4","AIC","deltai","NA","1.30","0.09","NA","NA","NA",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,2,0
"303","303","I.4.Mitchell","TA4","linear mixed-effects","2010, 2011","soybean herbivore abundance","Soy herbivory","Distance from forest  + field orientation + tillage  + field width + forest diversity 
","295.4","AIC","deltai","NA","1.30","0.09","NA","NA","NA",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,0
"304","304","I.4.Mitchell","TA4","linear mixed-effects","2010, 2011","soybean herbivore abundance","Soy herbivory","Distance from forest + field width  + forest diversity ","295.4","AIC","deltai","NA","1.30","0.09","NA","NA","NA",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,0
"305","305","I.4.Mitchell","TA4","linear mixed-effects","2010, 2011","soybean herbivore abundance","Soy herbivory","Distance from forest  + field orientation + field width ","296","AIC","deltai","NA","1.90","0.07","NA","NA","NA",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0
"306","306","I.4.Mitchell","TA4","linear mixed-effects","2010, 2011","soybean herbivore abundance","Soy herbivory","Distance from forest  + tillage  + field width 
 + forest diversity  + proportion forest500m","296","AIC","deltai","NA","1.90","0.07","NA","NA","NA",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,2,0
"307","307","I.4.Mitchell","TA4","linear mixed-effects","2010, 2011","soybean aphid regulation","SBA regulation","Predator richness  + landscape complexity1000m","422.6","AIC","deltai","NA","0","0.34","NA","NA","NA",2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0
"308","308","I.4.Mitchell","TA4","linear mixed-effects","2010, 2011","soybean aphid regulation","SBA regulation","Predator abundance  + landscape complexity1000m ","423.6","AIC","deltai","NA","1.00","0.2","NA","NA","NA",2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"309","309","I.4.Mitchell","TA4","linear mixed-effects","2010, 2011","soybean aphid regulation","SBA regulation","Tillage + Predator richness  + landscape complexity1000m","424","AIC","deltai","NA","1.40","0.17","NA","NA","NA",3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"310","310","I.4.Mitchell","TA4","linear mixed-effects","2010, 2011","soybean aphid regulation","SBA regulation","Spider abundance  + landscape complexity1000m ","424.3","AIC","deltai","NA","1.70","0.15","NA","NA","NA",2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"311","311","I.4.Mitchell","TA4","linear mixed-effects","2010, 2011","soybean aphid regulation","SBA regulation","Predator richness  + field width  + landscape complexity1000m ","424.4","AIC","deltai","NA","1.80","0.14","NA","NA","NA",3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"312","312","I.4.Mitchell","TA4","linear mixed-effects","2010, 2011","soybean herbivory regulation","Soy herbivory","Tillage + herbivore abundance  + field width ","238.2","AIC","deltai","NA","0","0.15","NA","NA","NA",3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0
"313","313","I.4.Mitchell","TA4","linear mixed-effects","2010, 2011","soybean herbivory regulation","Soy herbivory","Tillage  + herbivore abundance + field width + proportion forest2000m ","238.6","AIC","deltai","NA","0.40","0.13","NA","NA","NA",4,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0
"314","314","I.4.Mitchell","TA4","linear mixed-effects","2010, 2011","soybean herbivory regulation","Soy herbivory","Field orientation  + tillage  + herbivore abundance  + field width ","238.6","AIC","deltai","NA","0.40","0.13","NA","NA","NA",4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"315","315","I.4.Mitchell","TA4","linear mixed-effects","2010, 2011","soybean herbivory regulation","Soy herbivory","Tillage  + herbivore abundance  + field width + forest diversity ","238.8","AIC","deltai","NA","0.60","0.12","NA","NA","NA",4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0
"316","316","I.4.Mitchell","TA4","linear mixed-effects","2010, 2011","soybean herbivory regulation","Soy herbivory","Field orientation  + herbivore abundance + field width ","239","AIC","deltai","NA","0.80","0.1","NA","NA","NA",3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"317","317","I.4.Mitchell","TA4","linear mixed-effects","2010, 2011","soybean herbivory regulation","Soy herbivory","Field orientation  + tillage + herbivore abundance  + field width + forest diversity ","239.8","AIC","deltai","NA","1.60","0.07","NA","NA","NA",4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0
